wave,gender,age,age_o,d_age,race,race_o,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_matches,like,guess_prob_liked,met,decision,decision_o
9.0,female,29.0,27.0,2.0,European/Caucasian-American,European/Caucasian-American,10.0,4.0,Ecology,7.5,17.5,20.0,22.5,12.5,20.0,8.0,9.0,9.0,9.0,9.0,8.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,0.37,5.0,1.0,1.0,5.0,0.0,0,1
9.0,female,29.0,26.0,3.0,European/Caucasian-American,European/Caucasian-American,10.0,4.0,Ecology,21.28,17.02,21.28,12.77,6.38,21.28,4.0,7.0,7.0,6.0,5.0,6.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,9.0,7.0,9.0,1.0,7.0,6.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,0.69,5.0,1.0,5.0,3.0,0.0,0,0
9.0,female,29.0,24.0,5.0,European/Caucasian-American,European/Caucasian-American,10.0,4.0,Ecology,20.51,5.13,23.08,12.82,17.95,20.51,4.0,4.0,6.0,5.0,5.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,6.0,10.0,7.0,7.0,7.0,6.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,0.56,5.0,1.0,2.0,1.0,0.0,0,0
9.0,female,29.0,26.0,3.0,European/Caucasian-American,European/Caucasian-American,10.0,4.0,Ecology,16.28,16.28,18.6,16.28,16.28,16.28,4.0,7.0,6.0,4.0,5.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,9.0,8.0,5.0,7.0,7.0,6.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,0.57,5.0,1.0,7.0,7.0,0.0,1,0
9.0,female,29.0,25.0,4.0,European/Caucasian-American,Other,10.0,4.0,Ecology,16.67,16.67,16.67,16.67,14.81,18.52,9.0,9.0,9.0,9.0,9.0,9.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,5.0,10.0,10.0,7.0,9.0,6.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,0.33,5.0,1.0,8.0,5.0,0.0,0,1
9.0,female,29.0,27.0,2.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,10.0,4.0,Ecology,15.56,17.78,17.78,17.78,17.78,13.33,5.0,7.0,7.0,6.0,6.0,4.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,5.0,8.0,8.0,2.0,3.0,6.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,-0.02,5.0,1.0,3.0,2.0,0.0,0,1
9.0,female,29.0,27.0,2.0,European/Caucasian-American,European/Caucasian-American,10.0,4.0,Ecology,9.52,19.05,23.81,19.05,4.76,23.81,7.0,6.0,9.0,6.0,5.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,3.0,7.0,9.0,1.0,7.0,6.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,0.55,5.0,1.0,2.0,2.0,0.0,0,1
9.0,female,29.0,28.0,1.0,European/Caucasian-American,European/Caucasian-American,10.0,4.0,Ecology,17.39,17.39,19.57,19.57,10.87,15.22,9.0,9.0,9.0,8.0,7.0,7.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,4.0,10.0,8.0,1.0,7.0,6.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,0.06,5.0,1.0,7.0,7.0,0.0,0,1
9.0,female,29.0,32.0,3.0,European/Caucasian-American,European/Caucasian-American,10.0,4.0,Ecology,17.24,17.24,17.24,17.24,13.79,17.24,3.0,3.0,8.0,3.0,5.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,7.0,10.0,10.0,7.0,7.0,6.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,0.12,5.0,1.0,7.0,5.0,0.0,0,1
9.0,female,29.0,28.0,1.0,European/Caucasian-American,Latino/Hispanic American,10.0,4.0,Ecology,14.71,14.71,14.71,14.71,20.59,20.59,5.0,6.0,5.0,4.0,3.0,4.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,7.0,10.0,10.0,7.0,8.0,6.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,0.25,5.0,1.0,7.0,5.0,0.0,1,0
9.0,female,29.0,23.0,6.0,European/Caucasian-American,European/Caucasian-American,10.0,4.0,Ecology,25.64,17.95,15.38,20.51,10.26,10.26,6.0,9.0,9.0,7.0,7.0,7.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,10.0,10.0,8.0,10.0,7.0,6.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,0.26,5.0,1.0,9.0,5.0,0.0,1,0
9.0,female,29.0,26.0,3.0,European/Caucasian-American,European/Caucasian-American,10.0,4.0,Ecology,20.0,16.0,18.0,16.0,16.0,14.0,5.0,8.0,7.0,7.0,7.0,6.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,6.0,6.0,5.0,9.0,5.0,5.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,0.25,5.0,1.0,5.0,5.0,0.0,0,0
9.0,female,29.0,24.0,5.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,10.0,4.0,Ecology,13.51,18.92,21.62,13.51,13.51,18.92,6.0,6.0,6.0,7.0,6.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,5.0,8.0,7.0,1.0,7.0,1.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,0.31,5.0,1.0,2.0,5.0,0.0,0,1
9.0,female,29.0,28.0,1.0,European/Caucasian-American,European/Caucasian-American,10.0,4.0,Ecology,21.43,16.67,21.43,16.67,11.9,11.9,6.0,8.0,7.0,5.0,6.0,3.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,10.0,9.0,9.0,7.0,9.0,6.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,0.27,5.0,1.0,8.0,5.0,0.0,1,1
9.0,female,29.0,42.0,13.0,European/Caucasian-American,European/Caucasian-American,10.0,4.0,Ecology,23.81,23.81,23.81,23.81,2.38,2.38,5.0,8.0,8.0,7.0,5.0,7.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,8.0,10.0,7.0,10.0,7.0,6.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,0.4,5.0,1.0,6.5,5.0,0.0,0,1
9.0,female,29.0,30.0,1.0,European/Caucasian-American,Latino/Hispanic American,10.0,4.0,Ecology,18.6,20.93,23.26,23.26,2.33,11.63,6.0,7.0,7.0,6.0,6.0,5.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,5.0,2.0,3.0,1.0,7.0,1.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,0.54,5.0,1.0,2.0,5.0,0.0,0,0
9.0,female,29.0,31.0,2.0,European/Caucasian-American,European/Caucasian-American,10.0,4.0,Ecology,17.78,17.78,17.78,17.78,13.33,15.56,6.0,7.0,7.0,7.0,6.0,7.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,3.0,9.0,9.0,1.0,7.0,5.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,0.57,5.0,1.0,4.0,5.0,0.0,0,1
9.0,female,29.0,29.0,0.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,10.0,4.0,Ecology,14.0,20.0,18.0,16.0,14.0,18.0,8.0,8.0,8.0,8.0,8.0,6.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,8.0,6.0,9.0,9.0,4.0,2.0,2.0,9.0,9.0,6.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,-0.22,5.0,1.0,2.0,9.0,0.0,0,1
9.0,female,28.0,23.0,5.0,European/Caucasian-American,European/Caucasian-American,9.0,1.0,International Affairs,17.02,21.28,17.02,21.28,14.89,8.51,8.0,7.0,7.0,6.0,8.0,6.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,6.0,8.0,10.0,7.0,9.0,2.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,0.0,5.0,2.0,7.0,6.0,0.0,0,1
9.0,female,28.0,26.0,2.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,9.0,1.0,International Affairs,14.89,19.15,21.28,19.15,14.89,10.64,7.0,7.0,8.0,4.0,6.0,6.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,4.0,7.0,8.0,5.0,10.0,7.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,0.23,5.0,2.0,5.0,5.0,0.0,0,1
9.0,female,28.0,27.0,1.0,European/Caucasian-American,European/Caucasian-American,9.0,1.0,International Affairs,7.5,17.5,20.0,22.5,12.5,20.0,9.0,8.0,9.0,9.0,9.0,9.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,4.0,9.0,10.0,7.0,10.0,6.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,0.42,5.0,2.0,6.0,7.0,0.0,0,1
9.0,female,28.0,26.0,2.0,European/Caucasian-American,European/Caucasian-American,9.0,1.0,International Affairs,21.28,17.02,21.28,12.77,6.38,21.28,6.0,6.0,6.0,3.0,5.0,4.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,5.0,7.0,9.0,5.0,9.0,4.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,0.12,5.0,2.0,3.0,5.0,0.0,0,1
9.0,female,28.0,24.0,4.0,European/Caucasian-American,European/Caucasian-American,9.0,1.0,International Affairs,20.51,5.13,23.08,12.82,17.95,20.51,5.0,5.0,4.0,5.0,4.0,4.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,3.0,7.0,10.0,3.0,10.0,5.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,-0.07,5.0,2.0,3.0,5.0,0.0,0,0
9.0,female,28.0,26.0,2.0,European/Caucasian-American,European/Caucasian-American,9.0,1.0,International Affairs,16.28,16.28,18.6,16.28,16.28,16.28,6.0,5.0,7.0,7.0,5.0,5.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,6.0,10.0,9.0,10.0,7.0,7.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,0.09,5.0,2.0,8.0,8.0,1.0,1,1
9.0,female,28.0,25.0,3.0,European/Caucasian-American,Other,9.0,1.0,International Affairs,16.67,16.67,16.67,16.67,14.81,18.52,10.0,10.0,10.0,10.0,10.0,10.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,6.0,10.0,10.0,6.0,10.0,10.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,-0.27,5.0,2.0,6.0,7.0,1.0,0,1
9.0,female,28.0,27.0,1.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,9.0,1.0,International Affairs,15.56,17.78,17.78,17.78,17.78,13.33,6.0,5.0,6.0,6.0,7.0,3.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,6.0,10.0,10.0,6.0,10.0,10.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,0.05,5.0,2.0,6.0,7.0,1.0,0,1
9.0,female,28.0,27.0,1.0,European/Caucasian-American,European/Caucasian-American,9.0,1.0,International Affairs,9.52,19.05,23.81,19.05,4.76,23.81,8.0,5.0,7.0,5.0,6.0,5.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,4.0,10.0,10.0,5.0,7.0,6.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,0.06,5.0,2.0,6.0,6.0,0.0,0,1
9.0,female,28.0,28.0,0.0,European/Caucasian-American,European/Caucasian-American,9.0,1.0,International Affairs,17.39,17.39,19.57,19.57,10.87,15.22,9.0,8.0,9.0,2.0,7.0,2.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,5.0,10.0,9.0,6.0,9.0,7.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,-0.14,5.0,2.0,6.0,6.0,0.0,0,0
9.0,female,28.0,32.0,4.0,European/Caucasian-American,European/Caucasian-American,9.0,1.0,International Affairs,17.24,17.24,17.24,17.24,13.79,17.24,6.0,5.0,5.0,5.0,5.0,5.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,5.0,9.0,9.0,5.0,9.0,7.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,-0.14,5.0,2.0,5.0,8.0,0.0,0,1
9.0,female,28.0,28.0,0.0,European/Caucasian-American,Latino/Hispanic American,9.0,1.0,International Affairs,14.71,14.71,14.71,14.71,20.59,20.59,6.0,7.0,7.0,6.0,7.0,7.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,7.0,9.0,8.0,8.0,8.0,7.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,-0.19,5.0,2.0,7.0,7.0,0.0,0,1
9.0,female,28.0,23.0,5.0,European/Caucasian-American,European/Caucasian-American,9.0,1.0,International Affairs,25.64,17.95,15.38,20.51,10.26,10.26,6.0,8.0,8.0,7.0,9.0,7.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0,9.0,9.0,6.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,-0.13,5.0,2.0,9.0,7.0,0.0,1,0
9.0,female,28.0,26.0,2.0,European/Caucasian-American,European/Caucasian-American,9.0,1.0,International Affairs,20.0,16.0,18.0,16.0,16.0,14.0,6.0,6.0,6.0,5.0,5.0,5.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,7.0,6.0,8.0,8.0,10.0,2.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,0.56,5.0,2.0,8.0,7.0,0.0,1,0
9.0,female,28.0,24.0,4.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,9.0,1.0,International Affairs,13.51,18.92,21.62,13.51,13.51,18.92,6.0,6.0,6.0,5.0,6.0,5.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,7.0,10.0,10.0,6.0,10.0,6.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,-0.21,5.0,2.0,7.0,7.0,0.0,0,1
9.0,female,28.0,28.0,0.0,European/Caucasian-American,European/Caucasian-American,9.0,1.0,International Affairs,21.43,16.67,21.43,16.67,11.9,11.9,6.0,5.0,5.0,5.0,5.0,5.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,7.0,8.0,9.0,7.0,10.0,4.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,0.01,5.0,2.0,7.0,6.0,0.0,0,0
9.0,female,28.0,42.0,14.0,European/Caucasian-American,European/Caucasian-American,9.0,1.0,International Affairs,23.81,23.81,23.81,23.81,2.38,2.38,9.0,7.0,7.0,7.0,5.0,7.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,6.0,9.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,0.25,5.0,2.0,8.0,9.0,1.0,1,1
9.0,female,28.0,30.0,2.0,European/Caucasian-American,Latino/Hispanic American,9.0,1.0,International Affairs,18.6,20.93,23.26,23.26,2.33,11.63,7.0,5.0,6.0,5.0,7.0,7.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,7.0,8.0,9.0,7.0,10.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,-0.2,5.0,2.0,7.0,7.0,1.0,0,0
9.0,female,28.0,31.0,3.0,European/Caucasian-American,European/Caucasian-American,9.0,1.0,International Affairs,17.78,17.78,17.78,17.78,13.33,15.56,9.0,8.0,8.0,7.0,8.0,7.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,-0.28,5.0,2.0,7.0,7.0,1.0,0,1
9.0,female,28.0,29.0,1.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,9.0,1.0,International Affairs,14.0,20.0,18.0,16.0,14.0,18.0,9.0,8.0,7.0,7.0,7.0,6.0,16.36,16.36,18.18,18.18,16.36,14.55,7.0,9.0,9.0,9.0,9.0,5.0,5.0,7.0,5.0,9.0,4.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,0.19,5.0,2.0,4.0,7.0,0.0,0,1
9.0,female,27.0,23.0,4.0,Latino/Hispanic American,European/Caucasian-American,3.0,6.0,Master in Public Administration,17.02,21.28,17.02,21.28,14.89,8.51,9.0,9.0,9.0,8.0,8.0,6.0,14.29,18.37,18.37,16.33,18.37,14.29,7.0,9.0,7.0,8.0,9.0,6.0,7.0,8.0,7.0,9.0,5.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0,0.48,5.0,7.0,6.0,5.0,0.0,0,1
9.0,female,27.0,26.0,1.0,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,3.0,6.0,Master in Public Administration,14.89,19.15,21.28,19.15,14.89,10.64,6.0,8.0,7.0,7.0,8.0,6.0,14.29,18.37,18.37,16.33,18.37,14.29,7.0,9.0,7.0,8.0,9.0,7.0,6.0,8.0,7.0,8.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0,0.17,5.0,7.0,7.0,7.0,0.0,1,1
9.0,female,27.0,27.0,0.0,Latino/Hispanic American,European/Caucasian-American,3.0,6.0,Master in Public Administration,7.5,17.5,20.0,22.5,12.5,20.0,9.0,8.0,9.0,9.0,9.0,9.0,14.29,18.37,18.37,16.33,18.37,14.29,7.0,9.0,7.0,8.0,9.0,6.0,7.0,8.0,7.0,8.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0,0.11,5.0,7.0,6.0,6.0,0.0,0,1
9.0,female,27.0,26.0,1.0,Latino/Hispanic American,European/Caucasian-American,3.0,6.0,Master in Public Administration,21.28,17.02,21.28,12.77,6.38,21.28,6.0,10.0,8.0,8.0,6.0,6.0,14.29,18.37,18.37,16.33,18.37,14.29,7.0,9.0,7.0,8.0,9.0,7.0,10.0,10.0,7.0,10.0,5.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0,0.11,5.0,7.0,8.0,7.0,0.0,1,1
9.0,female,27.0,24.0,3.0,Latino/Hispanic American,European/Caucasian-American,3.0,6.0,Master in Public Administration,20.51,5.13,23.08,12.82,17.95,20.51,6.0,5.0,6.0,6.0,6.0,5.0,14.29,18.37,18.37,16.33,18.37,14.29,7.0,9.0,7.0,8.0,9.0,6.0,7.0,7.0,6.0,8.0,5.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0,0.31,5.0,7.0,5.0,5.0,0.0,0,0
9.0,female,27.0,26.0,1.0,Latino/Hispanic American,European/Caucasian-American,3.0,6.0,Master in Public Administration,16.28,16.28,18.6,16.28,16.28,16.28,8.0,8.0,8.0,8.0,6.0,7.0,14.29,18.37,18.37,16.33,18.37,14.29,7.0,9.0,7.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,6.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0,0.28,5.0,7.0,7.0,7.0,0.0,1,1
9.0,female,27.0,25.0,2.0,Latino/Hispanic American,Other,3.0,6.0,Master in Public Administration,16.67,16.67,16.67,16.67,14.81,18.52,6.0,8.0,9.0,9.0,8.0,9.0,14.29,18.37,18.37,16.33,18.37,14.29,7.0,9.0,7.0,8.0,9.0,6.0,6.0,7.0,6.0,6.0,5.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0,0.03,5.0,7.0,5.0,6.0,0.0,0,0
9.0,female,27.0,27.0,0.0,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,3.0,6.0,Master in Public Administration,15.56,17.78,17.78,17.78,17.78,13.33,5.0,8.0,8.0,8.0,8.0,6.0,14.29,18.37,18.37,16.33,18.37,14.29,7.0,9.0,7.0,8.0,9.0,7.0,7.0,8.0,7.0,8.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0,0.31,5.0,7.0,7.0,7.0,0.0,1,1
9.0,female,27.0,27.0,0.0,Latino/Hispanic American,European/Caucasian-American,3.0,6.0,Master in Public Administration,9.52,19.05,23.81,19.05,4.76,23.81,8.0,6.0,6.0,8.0,5.0,6.0,14.29,18.37,18.37,16.33,18.37,14.29,7.0,9.0,7.0,8.0,9.0,5.0,8.0,8.0,5.0,7.0,6.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0,0.3,5.0,7.0,6.0,6.0,0.0,0,1
9.0,female,27.0,28.0,1.0,Latino/Hispanic American,European/Caucasian-American,3.0,6.0,Master in Public Administration,17.39,17.39,19.57,19.57,10.87,15.22,9.0,7.0,8.0,8.0,7.0,5.0,14.29,18.37,18.37,16.33,18.37,14.29,7.0,9.0,7.0,8.0,9.0,6.0,7.0,8.0,7.0,8.0,6.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0,0.12,5.0,7.0,6.0,6.0,0.0,0,1
9.0,female,27.0,32.0,5.0,Latino/Hispanic American,European/Caucasian-American,3.0,6.0,Master in Public Administration,17.24,17.24,17.24,17.24,13.79,17.24,8.0,8.0,6.0,6.0,5.0,5.0,14.29,18.37,18.37,16.33,18.37,14.29,7.0,9.0,7.0,8.0,9.0,7.0,8.0,8.0,7.0,7.0,6.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0,0.32,5.0,7.0,6.0,6.0,0.0,1,1
9.0,female,27.0,28.0,1.0,Latino/Hispanic American,Latino/Hispanic American,3.0,6.0,Master in Public Administration,14.71,14.71,14.71,14.71,20.59,20.59,3.0,5.0,5.0,7.0,5.0,4.0,14.29,18.37,18.37,16.33,18.37,14.29,7.0,9.0,7.0,8.0,9.0,7.0,7.0,8.0,7.0,8.0,5.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0,0.07,5.0,7.0,6.0,6.0,0.0,1,0
9.0,female,27.0,23.0,4.0,Latino/Hispanic American,European/Caucasian-American,3.0,6.0,Master in Public Administration,25.64,17.95,15.38,20.51,10.26,10.26,8.0,7.0,8.0,8.0,7.0,7.0,14.29,18.37,18.37,16.33,18.37,14.29,7.0,9.0,7.0,8.0,9.0,8.0,7.0,8.0,7.0,8.0,6.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0,0.2,5.0,7.0,7.0,7.0,0.0,1,1
