"nExp","cDis","nDis","cBar","nBar","cCar","nCar","dSet","nMes","mes","dia","hora","torn","causa","morts","lesLl","lesGr","vict","vehi","UTMX","UTMY","long","lat","nPos","dTVehImp","sexe","edat","dTPers","dLlAtrVia","dMotDesVia","dMotDespCon","dVict","accbici"
"2022S004624    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",268003,"Provença                                          ","Dijous",7,"Juliol",28,16,"Tarda","No és causa del  vianant",0,2,0,2,3,429426.09,4582546.84,2.15473819325013,41.3895127193877,"0198 0198","Bicicleta","Home",33,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S004637    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",349706,"Comte d'Urgell / Aragó                            ","Divendres",7,"Juliol",29,12,"Matí","No és causa del  vianant",0,2,0,2,2,429447.81,4582020.17,2.15505934973192,41.3847710892521,"0115 0115","Bicicleta","Home",26,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S004641    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",700813,"Doctor Aiguader                                   ","Divendres",7,"Juliol",29,10,"Matí","No és causa del  vianant",0,1,0,1,2,432053.72,4581755.67,2.18625309318779,41.3826133254549,"0001 0001","Bicicleta","Home",27,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S004643    ",2,"Eixample",7,"la Dreta de l'Eixample",74506,"Catalunya                                         ","Divendres",7,"Juliol",29,15,"Tarda","No és causa del  vianant",0,1,0,1,2,429894.47,4582950.01,2.16029321896384,41.3931849322914,"0099 0099","Bicicleta","Home",70,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Altres activitats","Ferit lleu: Hospitalització fins a 24h",1
"2022S004660    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes / Rocafort                        ","Divendres",7,"Juliol",29,9,"Matí","No és causa del  vianant",0,1,0,1,2,429355.61,4581351.42,2.15403476873311,41.3787397835458,"0451 0451","Bicicleta","Home",21,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Altres activitats","Ferit lleu: Hospitalització fins a 24h",1
"2022S004701    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",44709,"Augusta / Bonanova                                ","Dilluns",8,"Agost",1,19,"Tarda","No és causa del  vianant",0,1,0,1,2,426759.95,4583807.32,2.12269932963507,41.4006267694132,"0104 0106","Bicicleta","Home",34,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S004710    ",3,"Sants-Montjuïc",15,"Hostafrancs",169409,"Corts Catalanes                                   ","Dimarts",8,"Agost",2,8,"Matí","No és causa del  vianant",0,1,0,1,1,428397.94,4580448.66,2.14268987669176,41.3705242176939,"0249 0249","Bicicleta","Home",45,"Vianant","A la vorera / Andana                                                                                                                                  ","Desconegut","Desconegut","Ferit lleu: Rebutja assistència sanitària",1
"2022S004713    ",3,"Sants-Montjuïc",13,"la Marina de Port",135203,"Foc                                               ","Dimarts",8,"Agost",2,15,"Tarda","No és causa del  vianant",0,2,0,2,2,428243.12,4578823.66,2.14103121893956,41.3558745893962,"0065X0065X","Bicicleta","Home",53,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S004724    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",18505,"Aragó                                             ","Dimecres",8,"Agost",3,2,"Nit","No és causa del  vianant",0,1,1,2,2,429624.41,4582179.77,2.15715274114627,41.3862240351989,"0170 0170","Bicicleta","Home",38,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit greu: hospitalització superior a 24h",1
"2022S004732    ",9,"Sant Andreu",60,"Sant Andreu",296202,"Gran de Sant Andreu                               ","Dimecres",8,"Agost",3,11,"Matí","Altres",0,1,0,1,1,432384.78,4587824.5,2.18953336014199,41.4373013900227,"0316 0320","Bicicleta","Dona",93,"Vianant","En zona peatonal                                                                                                                                      ","Altres activitats","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S004737    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",305201,"Sant Joan Bosco / Manuel de Falla                 ","Dimecres",8,"Agost",3,15,"Tarda","Altres",0,1,0,1,1,427124.33,4583146.83,2.12713751121174,41.3947111526529,"0047 0049","Bicicleta","Home",49,"Vianant","En pas regulat per semàfor                                                                                                                            ","Desconegut","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S004742    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",197302,"Marina / Pallars                                  ","Dimecres",8,"Agost",3,19,"Tarda","No és causa del  vianant",0,1,0,1,1,432207.28,4583013.7,2.18794854300763,41.393957031185,"0091 0095","Bicicleta","Dona",16,"Vianant","En pas regulat per semàfor                                                                                                                            ","Altres activitats","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S004791    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",62609,"Marina / Icària                                   ","Dissabte",8,"Agost",6,17,"Tarda","No és causa del  vianant",0,1,0,1,2,432751.35,4582465.56,2.19451692894267,41.3890657967742,"0119 0121","Bicicleta","Home",33,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S004810    ",2,"Eixample",7,"la Dreta de l'Eixample",222002,"Mallorca / Diagonal                               ","Dilluns",8,"Agost",8,8,"Matí","No és causa del  vianant",0,2,0,2,2,430706.95,4583601.64,2.16993625299662,41.3991244308633,"9999 9999","Bicicleta","Home",47,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S004824    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença / Sant Joan                              ","Dilluns",8,"Agost",8,14,"Tarda","No és causa del  vianant",0,1,0,1,2,430599.12,4583712.76,2.16863368476832,41.4001159441001,"0368B0368B","Bicicleta","Dona",25,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Rebutja assistència sanitària",1
"2022S004827    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes / Viladomat                       ","Dilluns",8,"Agost",8,19,"Tarda","No és causa del  vianant",0,1,0,1,2,429546.58,4581537.58,2.15629669305921,41.380433224335,"0491 0491","Bicicleta","Dona",11,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S004833    ",8,"Nou Barris",48,"la Guineueta",351901,"Valldaura                                         ","Dimarts",8,"Agost",9,9,"Matí","No és causa del  vianant",0,1,0,1,1,430967.88,4587961.69,2.17255932293521,41.4384163416615,"0210 0212","Bicicleta","Home",70,"Vianant","En pas regulat per semàfor                                                                                                                            ","Desconegut","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S004852    ",2,"Eixample",5,"el Fort Pienc",197302,"Marina / Meridiana                                ","Dimecres",8,"Agost",10,10,"Matí","No és causa del  vianant",0,1,0,1,2,432118.05,4583103.43,2.1868712220911,41.3947576706248,"0031 0031","Bicicleta","Home",30,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S004877    ",2,"Eixample",6,"la Sagrada Família",178308,"Lepant / Gaudí                                    ","Dijous",8,"Agost",11,15,"Tarda","No és causa del  vianant",0,2,0,2,2,431089.06,4584377.39,2.17441851292212,41.4061442305095,"0314 0314","Bicicleta","Home",29,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S004891    ",7,"Horta-Guinardó",35,"el Guinardó",152905,"Guinardó                                          ","Divendres",8,"Agost",12,13,"Matí","No és causa del  vianant",0,1,0,1,2,430765.4,4585196.94,2.17045274982016,41.4134978028945,"0083 0083","Bicicleta","Home",48,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S004896    ",9,"Sant Andreu",62,"el Congrés i els Indians",121402,"Felip II                                          ","Divendres",8,"Agost",12,13,"Matí","No és causa del  vianant",0,1,0,1,2,431750.67,4586337.22,2.18211199516583,41.4238522819066,"0155 0155","Bicicleta","Dona",48,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S004897    ",2,"Eixample",7,"la Dreta de l'Eixample",32700,"Balmes / Provença                                 ","Divendres",8,"Agost",12,18,"Tarda","No és causa del  vianant",0,1,0,1,2,429743.72,4582869.41,2.15849953521733,41.3924458290383,"0108 0108","Bicicleta","Dona",23,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S004906    ",10,"Sant Martí",71,"Provençals del Poblenou",30409,"Perú / Bac de Roda                                ","Dissabte",8,"Agost",13,13,"Matí","No és causa del  vianant",0,1,0,1,2,433186.49,4584891.95,2.19945310768195,41.4109559562608,"0153 0153","Bicicleta","Home",31,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S004969    ",2,"Eixample",5,"el Fort Pienc",197302,"Marina                                            ","Dijous",8,"Agost",18,11,"Matí","No és causa del  vianant",0,1,0,1,2,431854.2,4583346.22,2.1836880058891,41.3969220749058,"0137 0137","Bicicleta","Dona",54,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S004971    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença / Bailèn                                 ","Dijous",8,"Agost",18,11,"Matí","No és causa del  vianant",0,1,0,1,2,430503.69,4583618.92,2.16750295404814,41.3992625083253,"0352 0352","Bicicleta","Home",17,"Conductor","Desconegut                                                                                                                                            ","Desconegut","En missió","Ferit lleu: Hospitalització fins a 24h",1
"2022S004977    ",2,"Eixample",6,"la Sagrada Família",109101,"Consell de Cent / Diagonal                        ","Dijous",8,"Agost",18,14,"Tarda","No és causa del  vianant",0,1,0,1,2,431509.92,4583861.44,2.17951165718407,41.4015332291055,"0001 0001","Bicicleta","Home",43,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S004986    ",2,"Eixample",5,"el Fort Pienc",11200,"Almogàvers                                        ","Divendres",8,"Agost",19,3,"Nit","No és causa del  vianant",0,1,0,1,3,431803.86,4582783.66,2.18314928592081,41.3918509874777,"0011 0011","Bicicleta","Dona",26,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S004997    ",2,"Eixample",10,"Sant Antoni",349706,"Comte d'Urgell / Sant Antoni                      ","Divendres",8,"Agost",19,14,"Tarda","No és causa del  vianant",0,1,1,2,2,430117.18,4581336.01,2.16314327584778,41.3786675511362,"0002 0002","Bicicleta","Home",34,"Conductor","Desconegut                                                                                                                                            ","Desconegut","En missió","Ferit lleu: Hospitalització fins a 24h",1
"2022S005002    ",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",119003,"Fabra i Puig / Meridiana                          ","Divendres",8,"Agost",19,20,"Tarda","No és causa del  vianant",0,1,0,1,2,431870.03,4587039.84,2.18346102887446,41.4301906829216,"0095 0095","Bicicleta","Home",17,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Altres activitats","Ferit lleu: Hospitalització fins a 24h",1
"2022S005008    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan / Provença                              ","Dissabte",8,"Agost",20,2,"Nit","No és causa del  vianant",0,1,0,1,2,430599.12,4583712.76,2.16863368476832,41.4001159441001,"0116 0116","Bicicleta","Home",30,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S005024    ",10,"Sant Martí",65,"el Clot",180401,"Aragó / Lope de Vega                              ","Diumenge",8,"Agost",21,12,"Matí","No és causa del  vianant",0,1,0,1,2,432598.83,4585106.46,2.19239851796563,41.4128388733854,"0303X0303X","Bicicleta","Home",23,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S005029    ",2,"Eixample",10,"Sant Antoni",198804,"Paral·lel                                         ","Diumenge",8,"Agost",21,22,"Nit","Desobeir el senyal del semàfor",0,1,0,1,1,429861.49,4580952.38,2.16013021189178,41.3751900491032,"0134 0134","Bicicleta","Dona",6,"Vianant","En pas regulat per semàfor                                                                                                                            ","En missió","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S005030    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",268003,"Provença / Calàbria                               ","Diumenge",8,"Agost",21,21,"Tarda","No és causa del  vianant",0,1,0,1,2,428880.88,4582025.85,2.148278818561,41.3847722842554,"0061B0061B","Bicicleta","Home",20,"Conductor","Desconegut                                                                                                                                            ","Desconegut","En missió","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S005044    ",10,"Sant Martí",68,"el Poblenou",144601,"Diagonal                                          ","Dilluns",8,"Agost",22,15,"Tarda","Altres",0,1,0,1,1,432935.99,4584338.71,2.19651753038868,41.4059521966178,"0162X0162X","Bicicleta","Dona",61,"Vianant","A la vorera / Andana                                                                                                                                  ","Desconegut","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S005051    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Pau Claris / Provença                             ","Dimarts",8,"Agost",23,13,"Matí","No és causa del  vianant",0,1,0,1,2,430121.86,4583246.63,2.16297865673622,41.3958762965094,"0275 0275","Bicicleta","Dona",17,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Rebutja assistència sanitària",1
"2022S005061    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",144601,"Diagonal / Tuset                                  ","Dimarts",8,"Agost",23,18,"Tarda","No és causa del  vianant",0,2,0,2,2,429301.07,4583149.39,2.1531725820693,41.3949286858935,"0514 0514","Bicicleta","Home",18,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S005068    ",10,"Sant Martí",65,"el Clot",1604,"Clot / Sèquia Comtal                              ","Dimecres",8,"Agost",24,10,"Matí","No és causa del  vianant",0,1,0,1,1,432249.75,4584569.17,2.18828227767239,41.4079702860842,"0002 0002","Bicicleta","Dona",34,"Vianant","En zona peatonal                                                                                                                                      ","Oci i entreteniment","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S005125    ",1,"Ciutat Vella",2,"el Barri Gòtic",39505,"Laietana                                          ","Divendres",8,"Agost",26,17,"Tarda","No és causa del  vianant",0,1,0,1,2,431363.66,4581991.66,2.17797418192811,41.3846801934443,"0004 0004X","Bicicleta","Home",22,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Altres activitats","Ferit lleu: Hospitalització fins a 24h",1
"2022S005137    ",1,"Ciutat Vella",1,"el Raval",157909,"Hospital                                          ","Dissabte",8,"Agost",27,19,"Tarda","Transitar a peu per la calçada",0,2,0,2,1,430717.89,4581519.48,2.17030548033593,41.3803720045807,"0077 0077","Bicicleta","Home",32,"Conductor","Fora del pas                                                                                                                                          ","Desconegut","Es desconeix","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S005137    ",1,"Ciutat Vella",1,"el Raval",157909,"Hospital                                          ","Dissabte",8,"Agost",27,19,"Tarda","Transitar a peu per la calçada",0,2,0,2,1,430717.89,4581519.48,2.17030548033593,41.3803720045807,"0077 0077","Bicicleta","Home",59,"Vianant","Fora del pas                                                                                                                                          ","Desconegut","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S005138    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia / Provença                                 ","Dissabte",8,"Agost",27,15,"Tarda","No és causa del  vianant",0,1,0,1,2,430005.45,4583130.22,2.16159974649297,41.3948176981636,"0087 0087","Bicicleta","Home",15,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S005141    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan                                         ","Dissabte",8,"Agost",27,14,"Tarda","No és causa del  vianant",0,1,0,1,1,431021.84,4583317.73,2.17373521674633,41.3965944418626,"0062 0062","Bicicleta","Home",19,"Vianant","A la vorera / Andana                                                                                                                                  ","En missió","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S005149    ",3,"Sants-Montjuïc",11,"el Poble-sec",330504,"Tapioles / Paral·lel                              ","Diumenge",8,"Agost",28,1,"Nit","No és causa del  vianant",0,2,0,2,2,430282.46,4580924.02,2.16516709687864,41.374971231421,"0002 0002","Bicicleta","Home",19,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Rebutja assistència sanitària",1
"2022S005158    ",8,"Nou Barris",45,"Porta",24304,"Arnau d'Oms                                       ","Diumenge",8,"Agost",28,13,"Matí","Altres",0,1,0,1,1,431347.62,4587137.53,2.17719807232849,41.4310260191883,"0047 0053","Bicicleta","Dona",60,"Vianant","Altres                                                                                                                                                ","Oci i entreteniment","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S005159    ",4,"Les Corts",19,"les Corts",144601,"Diagonal / Reina Maria Cristina                   ","Diumenge",8,"Agost",28,13,"Matí","No és causa del  vianant",0,1,0,1,2,427207,4582445.17,2.12821069997275,41.3883990829943,"0609 0615","Bicicleta","Home",12,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S005165    ",2,"Eixample",6,"la Sagrada Família",191204,"Mallorca / Sicília                                ","Diumenge",8,"Agost",28,19,"Tarda","Transitar a peu per la calçada",0,2,0,2,2,430980.02,4583895.78,2.17316904467955,41.4017971629205,"0384 0384","Bicicleta","Home",30,"Conductor","Altres                                                                                                                                                ","Desconegut","Altres activitats","Ferit lleu: Hospitalització fins a 24h",1
"2022S005165    ",2,"Eixample",6,"la Sagrada Família",191204,"Mallorca / Sicília                                ","Diumenge",8,"Agost",28,19,"Tarda","Transitar a peu per la calçada",0,2,0,2,2,430980.02,4583895.78,2.17316904467955,41.4017971629205,"0384 0384","Bicicleta","Home",15,"Vianant","Altres                                                                                                                                                ","Desconegut","Desconegut","Ferit lleu: Rebutja assistència sanitària",1
"2022S005174    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",268003,"Provença / Villarroel                             ","Dimarts",8,"Agost",30,11,"Matí","No és causa del  vianant",0,1,0,1,2,429263.55,4582400.41,2.15281136368644,41.3881795850755,"0162 0162","Bicicleta","Dona",28,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S005179    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",100800,"Diputació                                         ","Dilluns",8,"Agost",29,16,"Tarda","No és causa del  vianant",0,1,0,1,2,429776.5,4581985.05,2.15899420518918,41.3844835589974,"0165 0165","Bicicleta","Home",59,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S005183    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia                                            ","Dilluns",8,"Agost",29,17,"Tarda","Altres",0,1,0,1,1,430349.03,4582803.95,2.16574679319666,41.3919089477577,"0044 0044","Bicicleta","Dona",36,"Vianant","En zona peatonal                                                                                                                                      ","In itinere","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S005189    ",2,"Eixample",7,"la Dreta de l'Eixample",89004,"Consell de Cent                                   ","Divendres",8,"Agost",26,14,"Tarda","No és causa del  vianant",0,1,0,1,1,430205.63,4582593.53,2.16405596032736,41.3900013210093,"0335 0335","Bicicleta","Home",37,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S005193    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia                                            ","Dimarts",8,"Agost",30,11,"Matí","No és causa del  vianant",0,1,0,1,2,430579.77,4582456.8,2.16854632834989,41.3888022438867,"0011 0011","Bicicleta","Home",14,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S005202    ",4,"Les Corts",19,"les Corts",172403,"Joan Güell                                        ","Dilluns",8,"Agost",29,18,"Tarda","No és causa del  vianant",0,1,0,1,2,427335.32,4582206.7,2.12977397234949,41.3862628913346,"0212 0214","Bicicleta","Home",35,"Passatger","Desconegut                                                                                                                                            ","Desconegut","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S005243    ",2,"Eixample",7,"la Dreta de l'Eixample",359404,"Cinc d'Oros                                       ","Divendres",9,"Setembre",2,10,"Matí","No és causa del  vianant",0,1,0,1,2,429834.22,4583321.69,2.15952949652171,41.3965272679396,"9999 9999","Bicicleta","Home",32,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S005249    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",144601,"Diagonal                                          ","Divendres",9,"Setembre",2,16,"Tarda","No és causa del  vianant",0,1,0,1,2,434602.66,4584822.12,2.21640356819904,41.4104435998627,"0003 0035","Bicicleta","Dona",42,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S005265    ",10,"Sant Martí",68,"el Poblenou",270901,"Pujades / Roc Boronat                             ","Dissabte",9,"Setembre",3,11,"Matí","No és causa del  vianant",0,1,0,1,2,433080.25,4583662.49,2.19831813013006,41.3998736971325,"0154 0154","Bicicleta","Home",22,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S005268    ",7,"Horta-Guinardó",42,"la Clota",701080,"Estatut                                           ","Dissabte",9,"Setembre",3,13,"Matí","No és causa del  vianant",0,1,0,1,2,429579.77,4587063.66,2.15605006506665,41.4302075119516,"0003X0003X","Bicicleta","Home",48,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S005283    ",3,"Sants-Montjuïc",11,"el Poble-sec",218504,"Montjuïc                                          ","Diumenge",9,"Setembre",4,9,"Matí","No és causa del  vianant",0,1,0,1,2,430624.64,4580232.1,2.16933784730809,41.368768901871,"0033 0037","Bicicleta","Home",1,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S005290    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",168202,"Gràcia / Joaquim Ruyra                            ","Diumenge",9,"Setembre",4,23,"Nit","No és causa del  vianant",0,1,0,1,2,430252.06,4584312.28,2.16441309337265,41.4054855568561,"0001 0003","Bicicleta","Dona",11,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S005293    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó                                             ","Dilluns",9,"Setembre",5,8,"Matí","No és causa del  vianant",0,1,0,1,2,430215.73,4582751.32,2.16415855979387,41.3914233613505,"0270 0270","Bicicleta","Dona",37,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S005294    ",8,"Nou Barris",49,"Canyelles",120807,"Favència / Caçador                                ","Dilluns",9,"Setembre",5,11,"Matí","No és causa del  vianant",0,2,0,2,2,430471.16,4588315.38,2.16657343958746,41.4415589917136,"0041 0045","Bicicleta","Home",26,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S005329    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Pau Claris / Diputació                            ","Dimarts",9,"Setembre",6,15,"Tarda","No és causa del  vianant",0,1,0,1,2,430590.23,4582764.01,2.16863619166894,41.3915700913458,"0110 0110","Bicicleta","Dona",36,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S005336    ",1,"Ciutat Vella",3,"la Barceloneta",197302,"Marina                                            ","Dimarts",9,"Setembre",6,19,"Tarda","No és causa del  vianant",0,1,0,1,2,432920.15,4582244.14,2.19656029012061,41.3870856297077,"0013 0013","Bicicleta","Dona",63,"Conductor","En pas sense regular                                                                                                                                  ","Desconegut","Altres activitats","Ferit lleu: Hospitalització fins a 24h",1
"2022S005349    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Pau Claris                                        ","Dimecres",9,"Setembre",7,15,"Tarda","No és causa del  vianant",0,1,0,1,2,430266.74,4583081.62,2.16473058305014,41.3944026935337,"0154 0154","Bicicleta","Dona",26,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Rebutja assistència sanitària",1
"2022S005363    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València                                          ","Dimecres",9,"Setembre",7,14,"Tarda","No és causa del  vianant",0,1,0,1,2,430839.39,4583587.88,2.17152202094428,41.3990119116136,"0367 0367","Bicicleta","Dona",38,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S005364    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700654,"Litoral                                           ","Dijous",9,"Setembre",8,2,"Nit","No és causa del  vianant",0,1,0,1,2,433218.09,4582540.82,2.2000907600024,41.3897825680241,"0036 0036","Bicicleta","Home",12,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S005371    ",7,"Horta-Guinardó",33,"el Baix Guinardó",178308,"Lepant                                            ","Dimecres",9,"Setembre",7,20,"Tarda","No és causa del  vianant",0,1,0,1,1,430572.43,4584893.25,2.16817889080138,41.4107459112031,"0389 0391","Bicicleta","Home",55,"Vianant","A la vorera / Andana                                                                                                                                  ","Desconegut","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S005387    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",223606,"Muntaner / Madrazo                                ","Dimarts",8,"Agost",23,20,"Tarda","No és causa del  vianant",0,1,0,1,2,428638,4583426.14,2.14520911670683,41.3973626518287,"0323 0323","Bicicleta","Home",23,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S005398    ",10,"Sant Martí",73,"la Verneda i la Pau",307207,"Pont del Treball Digne                            ","Divendres",9,"Setembre",9,9,"Matí","Altres",0,2,0,2,1,433100.67,4586079.24,2.19829494199934,41.4216423896558,"0016 0018","Bicicleta","Dona",66,"Vianant","Fora del pas                                                                                                                                          ","Es desconeix","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
